epoch,layer,correctness
121,4,0.57
131,4,0.57
141,4,0.55
151,4,0.59
161,4,0.41
171,4,0.54
181,4,0.41
191,4,0.5
201,4,0.46
211,4,0.51
221,4,0.54
231,4,0.52
241,4,0.53
251,4,0.48
261,4,0.5
271,4,0.4
281,4,0.47
291,4,0.5
301,4,0.48
311,4,0.53
321,4,0.47
331,4,0.49
341,4,0.44
351,4,0.53
361,4,0.44
371,4,0.5
381,4,0.48
391,4,0.52
401,4,0.53
411,4,0.49
421,4,0.52
431,4,0.51
441,4,0.56
451,4,0.44
461,4,0.57
471,4,0.49
481,4,0.48
491,4,0.47
501,4,0.51
511,4,0.61
521,4,0.46
531,4,0.51
541,4,0.46
551,4,0.52
561,4,0.48
571,4,0.47
581,4,0.5
591,4,0.46
601,4,0.42
611,4,0.47
621,4,0.49
631,4,0.48
641,4,0.58
651,4,0.46
661,4,0.45
671,4,0.45
681,4,0.41
691,4,0.57
701,4,0.55
711,4,0.49
721,4,0.5
731,4,0.5
741,4,0.48
751,4,0.57
761,4,0.44
771,4,0.5
781,4,0.48
791,4,0.51
801,4,0.52
811,4,0.37
821,4,0.52
831,4,0.5
841,4,0.52
851,4,0.54
861,4,0.53
871,4,0.42
881,4,0.55
891,4,0.46
901,4,0.44
911,4,0.57
921,4,0.53
931,4,0.4
941,4,0.47
951,4,0.5
961,4,0.49
971,4,0.53
981,4,0.5
991,4,0.47
1001,4,0.54
1,5,0.0
11,5,0.45
21,5,0.42
31,5,0.54
41,5,0.47
51,5,0.57
61,5,0.47
71,5,0.53
81,5,0.53
91,5,0.5
101,5,0.52
111,5,0.54
121,5,0.48
131,5,0.48
141,5,0.43
151,5,0.59
161,5,0.53
171,5,0.44
181,5,0.51
191,5,0.45
201,5,0.58
211,5,0.51
221,5,0.5
231,5,0.5
241,5,0.49
251,5,0.46
261,5,0.5
271,5,0.49
281,5,0.49
291,5,0.5
301,5,0.46
311,5,0.38
321,5,0.51
331,5,0.52
341,5,0.41
351,5,0.44
361,5,0.48
371,5,0.38
381,5,0.49
391,5,0.45
401,5,0.45
411,5,0.48
421,5,0.48
431,5,0.53
441,5,0.47
451,5,0.41
461,5,0.43
471,5,0.54
481,5,0.5
491,5,0.53
501,5,0.53
511,5,0.5
521,5,0.62
531,5,0.51
541,5,0.57
551,5,0.49
561,5,0.57
571,5,0.44
581,5,0.52
591,5,0.57
601,5,0.6
611,5,0.48
621,5,0.41
631,5,0.5
641,5,0.56
651,5,0.52
661,5,0.46
671,5,0.57
681,5,0.5
691,5,0.48
701,5,0.55
711,5,0.53
721,5,0.44
731,5,0.45
741,5,0.37
751,5,0.5
761,5,0.53
771,5,0.46
781,5,0.52
791,5,0.51
801,5,0.57
811,5,0.42
821,5,0.53
831,5,0.5
841,5,0.52
851,5,0.41
861,5,0.43
871,5,0.42
881,5,0.5
891,5,0.49
901,5,0.5
911,5,0.56
921,5,0.55
931,5,0.48
941,5,0.59
951,5,0.52
961,5,0.49
971,5,0.53
981,5,0.54
991,5,0.44
1001,5,0.39
1,6,0.0
11,6,0.48
21,6,0.56
31,6,0.49
41,6,0.55
51,6,0.42
61,6,0.49
71,6,0.55
81,6,0.41
91,6,0.57
101,6,0.39
111,6,0.48
121,6,0.48
131,6,0.54
141,6,0.51
151,6,0.5
161,6,0.43
171,6,0.43
181,6,0.54
191,6,0.45
201,6,0.53
211,6,0.5
221,6,0.55
231,6,0.45
241,6,0.51
251,6,0.53
261,6,0.54
271,6,0.45
281,6,0.55
291,6,0.6
301,6,0.46
311,6,0.43
321,6,0.45
331,6,0.46
341,6,0.48
351,6,0.51
361,6,0.5
371,6,0.45
381,6,0.51
391,6,0.58
401,6,0.45
411,6,0.49
421,6,0.47
431,6,0.54
441,6,0.44
451,6,0.5
461,6,0.41
471,6,0.42
481,6,0.46
491,6,0.57
501,6,0.48
511,6,0.45
521,6,0.58
531,6,0.46
541,6,0.45
551,6,0.53
561,6,0.49
571,6,0.44
581,6,0.47
591,6,0.57
601,6,0.42
611,6,0.56
621,6,0.49
631,6,0.37
641,6,0.56
651,6,0.42
661,6,0.56
671,6,0.49
681,6,0.54
691,6,0.52
701,6,0.45
711,6,0.51
721,6,0.5
731,6,0.49
741,6,0.49
751,6,0.48
761,6,0.43
771,6,0.49
781,6,0.48
791,6,0.59
801,6,0.48
811,6,0.51
821,6,0.56
831,6,0.41
841,6,0.44
851,6,0.49
861,6,0.53
871,6,0.48
881,6,0.32
891,6,0.5
901,6,0.47
911,6,0.47
921,6,0.53
931,6,0.49
941,6,0.44
951,6,0.49
961,6,0.52
971,6,0.53
981,6,0.55
991,6,0.45
1001,6,0.58
1,7,0.0
11,7,0.47
21,7,0.53
31,7,0.49
41,7,0.45
51,7,0.54
61,7,0.47
71,7,0.45
81,7,0.58
91,7,0.44
101,7,0.52
111,7,0.57
121,7,0.51
131,7,0.54
141,7,0.4
151,7,0.49
161,7,0.52
171,7,0.55
181,7,0.47
191,7,0.47
201,7,0.61
211,7,0.48
221,7,0.45
231,7,0.49
241,7,0.46
251,7,0.52
261,7,0.53
271,7,0.54
281,7,0.48
291,7,0.47
301,7,0.47
311,7,0.39
321,7,0.5
331,7,0.55
341,7,0.44
351,7,0.51
361,7,0.56
371,7,0.55
381,7,0.52
391,7,0.46
401,7,0.55
411,7,0.49
421,7,0.55
431,7,0.5
441,7,0.44
451,7,0.48
461,7,0.45
471,7,0.44
481,7,0.37
491,7,0.56
501,7,0.47
511,7,0.51
521,7,0.57
531,7,0.51
541,7,0.62
551,7,0.51
561,7,0.46
571,7,0.49
581,7,0.5
591,7,0.55
601,7,0.54
611,7,0.49
621,7,0.48
631,7,0.48
641,7,0.44
651,7,0.53
661,7,0.5
671,7,0.51
681,7,0.44
691,7,0.41
701,7,0.5
711,7,0.47
721,7,0.49
731,7,0.45
741,7,0.51
751,7,0.56
761,7,0.5
771,7,0.49
781,7,0.45
791,7,0.47
801,7,0.47
811,7,0.49
821,7,0.4
831,7,0.38
841,7,0.4
851,7,0.43
861,7,0.52
871,7,0.5
881,7,0.48
891,7,0.46
901,7,0.53
911,7,0.53
921,7,0.46
931,7,0.42
941,7,0.55
951,7,0.55
961,7,0.44
971,7,0.42
981,7,0.52
991,7,0.48
1001,7,0.56
1,8,0.0
11,8,0.47
21,8,0.47
31,8,0.37
41,8,0.52
51,8,0.47
61,8,0.48
71,8,0.47
81,8,0.5
91,8,0.58
101,8,0.56
111,8,0.51
121,8,0.57
131,8,0.55
141,8,0.47
151,8,0.58
161,8,0.5
171,8,0.48
181,8,0.48
191,8,0.54
201,8,0.5
211,8,0.4
221,8,0.5
231,8,0.57
241,8,0.56
251,8,0.5
261,8,0.49
271,8,0.55
281,8,0.56
291,8,0.45
301,8,0.54
311,8,0.52
321,8,0.57
331,8,0.47
341,8,0.49
351,8,0.57
361,8,0.44
371,8,0.54
381,8,0.47
391,8,0.61
401,8,0.52
411,8,0.52
421,8,0.51
431,8,0.45
441,8,0.47
451,8,0.5
461,8,0.53
471,8,0.52
481,8,0.52
491,8,0.51
501,8,0.59
511,8,0.53
521,8,0.47
531,8,0.58
541,8,0.44
551,8,0.51
561,8,0.59
571,8,0.44
581,8,0.47
591,8,0.49
601,8,0.51
611,8,0.6
621,8,0.51
631,8,0.56
641,8,0.45
651,8,0.59
661,8,0.55
671,8,0.57
681,8,0.48
691,8,0.49
701,8,0.46
711,8,0.46
721,8,0.51
731,8,0.44
741,8,0.48
751,8,0.55
761,8,0.52
771,8,0.54
781,8,0.45
791,8,0.51
801,8,0.5
811,8,0.49
821,8,0.51
831,8,0.42
841,8,0.56
851,8,0.52
861,8,0.53
871,8,0.48
881,8,0.55
891,8,0.56
901,8,0.49
911,8,0.48
921,8,0.51
931,8,0.51
941,8,0.44
951,8,0.52
961,8,0.49
971,8,0.39
981,8,0.54
991,8,0.54
1001,8,0.53
1,9,0.0
11,9,0.54
21,9,0.49
31,9,0.48
41,9,0.54
51,9,0.57
61,9,0.49
71,9,0.5
81,9,0.5
91,9,0.45
101,9,0.52
111,9,0.45
121,9,0.43
131,9,0.48
141,9,0.48
151,9,0.56
161,9,0.56
171,9,0.52
181,9,0.56
191,9,0.45
201,9,0.53
211,9,0.4
221,9,0.52
231,9,0.53
241,9,0.46
251,9,0.54
261,9,0.49
271,9,0.55
281,9,0.49
291,9,0.52
301,9,0.49
311,9,0.4
321,9,0.5
331,9,0.45
341,9,0.52
351,9,0.49
361,9,0.49
371,9,0.55
381,9,0.51
391,9,0.52
401,9,0.4
411,9,0.57
421,9,0.5
431,9,0.58
441,9,0.52
451,9,0.46
461,9,0.53
471,9,0.5
481,9,0.4
491,9,0.49
501,9,0.49
511,9,0.48
521,9,0.52
531,9,0.56
541,9,0.41
551,9,0.51
561,9,0.5
571,9,0.52
581,9,0.52
591,9,0.5
601,9,0.52
611,9,0.5
621,9,0.45
631,9,0.46
641,9,0.55
651,9,0.4
661,9,0.5
671,9,0.47
681,9,0.42
691,9,0.56
701,9,0.49
711,9,0.47
721,9,0.45
731,9,0.52
741,9,0.56
751,9,0.45
761,9,0.52
771,9,0.52
781,9,0.45
791,9,0.51
801,9,0.49
811,9,0.53
821,9,0.56
831,9,0.55
841,9,0.43
851,9,0.52
861,9,0.55
871,9,0.5
881,9,0.54
891,9,0.49
901,9,0.45
911,9,0.5
921,9,0.5
931,9,0.45
941,9,0.5
951,9,0.48
961,9,0.41
971,9,0.57
981,9,0.45
991,9,0.53
1001,9,0.56
1,10,0.0
11,10,0.54
21,10,0.42
31,10,0.44
41,10,0.43
51,10,0.64
61,10,0.52
71,10,0.55
81,10,0.54
91,10,0.53
101,10,0.52
111,10,0.36
121,10,0.45
131,10,0.41
141,10,0.48
151,10,0.48
161,10,0.44
171,10,0.45
181,10,0.52
191,10,0.51
201,10,0.56
211,10,0.56
221,10,0.44
231,10,0.46
241,10,0.51
251,10,0.52
261,10,0.41
271,10,0.51
281,10,0.48
291,10,0.52
301,10,0.46
311,10,0.45
321,10,0.52
331,10,0.54
341,10,0.57
351,10,0.45
361,10,0.55
371,10,0.56
381,10,0.49
391,10,0.54
401,10,0.46
411,10,0.5
421,10,0.47
431,10,0.56
441,10,0.6
451,10,0.42
461,10,0.47
471,10,0.49
481,10,0.41
491,10,0.53
501,10,0.51
511,10,0.47
521,10,0.5
531,10,0.55
541,10,0.5
551,10,0.54
561,10,0.51
571,10,0.57
581,10,0.53
591,10,0.54
601,10,0.47
611,10,0.52
621,10,0.53
631,10,0.37
641,10,0.49
651,10,0.57
661,10,0.54
671,10,0.47
681,10,0.63
691,10,0.49
701,10,0.59
711,10,0.5
721,10,0.46
731,10,0.54
741,10,0.55
751,10,0.61
761,10,0.52
771,10,0.49
781,10,0.56
791,10,0.46
801,10,0.54
811,10,0.51
821,10,0.45
831,10,0.5
841,10,0.47
851,10,0.49
861,10,0.48
871,10,0.48
881,10,0.49
891,10,0.5
901,10,0.58
911,10,0.45
921,10,0.54
931,10,0.47
941,10,0.49
951,10,0.36
961,10,0.49
971,10,0.49
981,10,0.53
991,10,0.45
1001,10,0.46
